"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
31112310.1251092,40195118.0710044,88603134.618248,72869842.9688667,23191077.7690941,34933449.8678169,376636274.758045,147807162.061329,60026788.2541211,17830739.1157286,34071176.3968729,84965018.8616643,2684160.51666667,36646667.6226306,47438706.7723737,2684160.51666667,26132968.8925023,38493795.3452953,28224590.1157332,70334597.6769765,96537779.139577,1938746.30758622,73585710.5870016,62915242.9187628,765383486.343319
7742037.18107837,18523584.3680712,55934330.3103744,40502867.6076232,31895611.3134759,78917935.6833503,295305773.248487,57792121.9993923,65437225.9923758,16907979.6875635,8133482.96800261,74549829.6501224,2684160.51666667,60726101.1420384,6463640.34444445,29920428.8746337,46575039.7164132,14085600.9925089,18065835.8365563,41011315.6055109,76539582.531677,4776502.9731594,46123962.7613259,28539297.1349643,303456799.767579
6455583.29172719,30415557.7656953,68958330.4667344,17691626.258021,10073721.0468435,45295024.7304782,89734549.1338826,59725037.4759445,25296224.4099688,13136008.7530933,6918794.9336015,41243504.1504524,2684160.51666667,52305302.7579628,6463640.34444445,28288016.5345879,26366886.6566779,2684160.51666667,24407114.7138046,7956924.74649773,29400005.1384759,20349441.3498934,1897123.67999766,33454714.2472233,311322787.507713
21853796.193226,42945981.4583295,69715275.3498554,19710374.2446577,10054379.4456178,83472044.4039145,102730042.790147,27502814.0354306,8618294.89530894,36099806.4794404,149967.443965127,30847407.8610901,3968861.53982798,76276217.1139202,6463640.34444445,27725603.3645317,36001429.2427818,2684160.51666667,15480751.5904949,24866569.6139087,7097515.45937127,79522092.7826644,11798849.8621294,18818976.8121536,120918081.681598
16570244.1604178,53711272.3219345,77104166.8238344,51095157.7891134,8807315.62290093,113000252.399566,21118816.2936004,34879142.4717366,90272628.6825377,30542509.317354,2827.7,2684160.51666667,2684160.51666667,109388004.53246,6463640.34444445,2684160.51666667,37524003.3512952,2684160.51666667,24526591.2094868,45530469.4052959,9277391.65591188,54067468.6670953,48870934.473185,28247773.2205635,99070511.6521062
21139433.1612316,58879459.2893866,39983219.7479105,39922604.2912933,9782188.65943677,36762162.0504639,34236954.4500413,12016689.1310028,58295394.11405,36954466.291966,2827.7,2684160.51666667,2684160.51666667,157761803.632368,33730706.9767522,2684160.51666667,15719102.3603336,2684160.51666667,18477451.8724246,38349039.3512735,5673900.2550304,59841487.4811952,75604655.1497816,57791639.3075914,127757671.140541
4637429.56930549,73302689.3768906,21052921.5033289,190330402.899682,17229850.0540105,29429618.300617,47538363.5973224,171182.164352485,29893550.6949835,40847128.0093775,2827.7,2684160.51666667,18036222.5514127,250369087.028636,6463640.34444445,2684160.51666667,18498290.5222343,2684160.51666667,54270290.5984468,30971762.9074916,83086174.7953086,73133007.3093462,65520562.4205264,78963978.2314905,299279971.445558
2575437.04236862,30171508.9292713,33484274.4410136,117612426.694731,25786764.8372974,59079617.9974433,9610350.00613928,224489.197995615,43774339.4148437,54179076.4238508,4471715.72777778,2684160.51666667,15667549.8393293,25788060.6260608,6463640.34444445,2684160.51666667,15220684.4174241,2684160.51666667,59885613.8796671,18240366.4735031,132570135.659187,52734853.1389085,135428054.655184,116458203.029378,448614613.27967
26606716.9368119,459875.531463204,40111837.4546295,83839194.7413785,20799629.2034826,101569793.224756,0,291831.258126179,88475745.8473689,30554196.7396604,13009041.4678586,14025965.780733,2684160.51666667,26634981.6996152,6463640.34444445,2684160.51666667,2684160.51666667,2684160.51666667,99034078.2042968,10744200.296169,57068483.3720666,4901129.11440261,194332291.362369,95152579.637892,240804374.937263
43672210.4024465,2163738.15637844,25108361.1052257,39649674.1148377,16996700.4724049,73621501.349861,2589547.17375283,5599861.33893667,78792543.9022926,36480729.8731288,6151863.38764585,29545123.7317401,2684160.51666667,36441175.5077301,6463640.34444445,14089044.4731812,2684160.51666667,2684160.51666667,97925713.6125357,3362999.50024596,53727133.8834909,294375.152648209,202134040.798035,14995489.1147492,178269258.595478
35893234.1935295,695426.473404823,41205087.9617413,49425467.2978557,447527.57767466,52807080.2870309,699703.908496437,25104865.7497972,180686933.303233,47369636.6805927,18377523.5523562,35720808.7616697,2684160.51666667,32212808.2934465,6463640.34444445,32771325.8073486,2684160.51666667,17549962.0585661,71588002.2924375,13169977.3270849,29337752.2680835,4081205.68181363,227384173.383348,4937467.74345009,95854984.1517066
41724493.0964324,15292789.9744846,35175385.6171081,53769899.359101,2827.7,33670978.3014566,3104755.59493292,26746267.5291428,138147438.700345,46033588.0496528,30689143.5150429,30941871.5444305,12118776.7174153,30497499.5593348,6463640.34444445,103125567.201128,2684160.51666667,70665405.2150464,46179851.4943101,22866210.4083423,11260007.5811073,24299937.682872,98163004.0008136,1436317.1480524,15388721.7661504
58141975.4397171,59283248.9825566,44436607.8430571,153271504.377304,85640.8865536595,17779056.0173168,2984711.47350726,21382342.6244956,90611065.9645004,42687363.6500255,93153307.7371228,26415162.1002343,17444101.3820588,24774911.1095602,6463640.34444445,146146760.377397,2684160.51666667,79985937.9140218,43743537.3293434,42758935.5788779,16838066.4313364,38276204.6712882,78896654.049651,509719.416454255,23287748.4789255
17350916.488205,20641948.4877682,75630688.5874211,39137452.2150471,261693.202106879,13618060.7487951,3099671.13405085,31696134.6205333,114381213.626335,5403861.12098887,229114682.40425,24997232.9977227,31709623.1929828,26183816.4223469,31282721.9163749,79045538.76367,18008370.7873559,73678094.8050219,51597086.7799113,70137148.0751462,4107927.16392798,78341213.5365615,56812359.0319752,132281.551033991,26501188.9139091
18127487.2100668,10895252.209263,101459769.84636,48480532.5692868,22389.8388524123,1587055.27756578,5398942.74150216,24701881.1786088,75303474.6573104,3164094.59385699,221585144.965773,20766166.3563438,31682240.1645442,19410346.6329351,75370867.2461456,32352877.4264947,22544534.0879922,39970133.1683404,60618295.0626673,140081363.214863,6634694.27236792,16724110.4252917,30147925.9827426,1403980.85864635,65390277.9171974
31547595.1355893,1507273.48200644,144944998.363877,107349733.297891,579573.005516799,1974785.91284078,3870831.31603432,29735386.5772271,57322245.1828626,2684160.51666667,173919404.656473,49127029.0100483,23683091.6644219,25582201.5609551,104444116.617558,4053172.4398259,14122535.7934654,39286230.4507163,71519633.9083318,174573710.977422,15638935.9874847,15013107.1885585,24009884.8761989,15399597.5705724,64837688.3740873
55594900.1931795,41712.6714378663,110865390.044318,74192090.4042353,1786555.38776927,795324.998400364,5593495.42166775,16103163.6034665,112482440.983511,2684160.51666667,165046068.751639,39484219.4909821,2684160.51666667,2684160.51666667,108308112.6895,18276083.3010786,2684160.51666667,47081234.6865927,72817086.5036531,78959438.6905188,28600377.7515398,4042624.31514814,41062739.502253,41375446.3224477,138776177.737231
79294165.8477766,326042.363718408,50881784.0353111,61243391.5604945,57275.3889823193,8923889.86989968,2272175.12549405,20985688.0159864,50519369.4290642,2684160.51666667,107350520.968505,26692710.0358221,15168693.8652754,2684160.51666667,76349974.4978369,38807669.4284522,2684160.51666667,35895377.189238,115796407.816084,22484438.9510694,39143811.8249792,193647.253634485,167356595.37246,54901853.9202824,228577113.871706
54632099.9236629,7350053.05444695,76309052.2017261,48073048.580349,4457.86172789509,6699340.35226098,2302936.11383057,46756519.3766016,30707981.4341494,2684160.51666667,66534276.2988045,13582915.5836075,2684160.51666667,2889379.84929138,8474179.31061667,49058902.8990872,14114115.9099323,35782263.8563301,122405122.416537,18302230.1694991,91085453.4384686,0,90119183.3903684,84752576.0006466,157895048.697409
41286621.5954967,26256174.0832914,96523080.1389693,139427290.133422,1826674.21618342,21462224.8470253,2669830.8110807,60049119.1127317,25149115.9794073,2684160.51666667,16329166.6164184,15457709.2681628,3085629.58640458,18964606.6098299,33925972.800786,71367943.1270674,28374520.42176,49174571.7005378,51976531.3116984,42811559.6388732,84085405.8002926,1780729.24253107,65173730.1874851,93678876.994827,173542583.345767
30222073.6127118,20181269.4495973,77947592.2077922,54611964.1319942,2431131.23095666,5735291.1733397,7905454.15100397,79519199.7390403,33520923.027726,2684160.51666667,16432604.5755014,18321175.8195956,14767239.8492161,24260446.9218985,37349871.942947,57891046.3034854,40937492.5181571,53202949.6680165,36971790.8669325,36824870.0596257,78281448.5362891,6447268.26156507,20434201.5451226,41514976.89423,155508136.632406
145009622.388973,62112987.8859845,27424976.5527227,121973230.184012,7459318.68699175,13186707.6567321,14615045.9851176,55346778.7399979,9947282.0368994,2684160.51666667,2827.7,35825984.8214714,26570575.5649168,29903774.1273543,6463640.34444445,120047023.63338,35628595.4690659,47950980.534006,40975912.8359695,9231901.21645117,16360621.0593875,33171846.2017888,20041537.1861698,71859340.4845728,188830607.781865
90969588.3810093,147726901.095395,41651677.2211824,112073937.077945,18548810.5442363,63521549.5912602,57012824.0628596,26867923.2487468,17282620.557427,3484050.6453172,2827.7,66801087.3630438,19918261.5428585,24173296.2481683,25501873.4262441,212967837.468555,14308399.827177,46129717.8620722,42063320.6638492,14979425.1647388,1451955.02710592,36235203.273942,40011389.7688927,92802621.3692208,562907824.636791
70031077.9105454,144568609.632807,40849602.9112262,195247888.558943,15904228.1471673,77168168.1671697,71436752.709986,50870178.9132367,5904606.50167414,23442390.4933099,5522765.88594315,58045950.9846979,29340991.2330405,22986594.9402629,15336997.9922502,129347737.816287,6071496.01816479,45154413.1169387,47474328.2774444,10937535.8284538,593003.550882946,139910578.418122,74238898.5337834,98551869.507072,538784965.878595
8122829.97428411,167894508.770035,40756712.3452624,81986753.2012247,45224952.909831,97688212.5515743,86220943.4433846,82358898.7633922,7533125.21945385,40390824.6821556,20919529.2309523,46965016.5369643,48329448.2675717,25012327.8923113,6463640.34444445,104375401.393247,18974111.8474758,3462973.59897212,53359851.6167717,7764108.23577609,20086543.9058144,113086446.743626,123666583.711941,177006809.408058,621837586.078496
1367036.95457734,98130032.196761,27288705.0558111,132528662.703975,18223141.2873904,65883794.7921926,76396536.8828106,87979659.9590857,18029877.2009873,36534116.8639109,28272347.7549615,22912157.9250596,60278030.80807,35099972.5077989,6463640.34444445,286022720.13733,49339242.0368541,14054100.4962545,37611929.7514624,5806488.65484922,179861694.290061,132657334.30623,68794658.700436,35788377.9054322,233150579.01028
3073902.87597475,28184819.4824904,30915285.2155551,396882724.528843,84432027.2524149,107943177.263844,41944517.5336006,40983019.4550494,90947068.4458734,34648257.4868248,13331315.3123349,26919374.1832188,47124679.3314714,50007097.9039468,6463640.34444445,444208219.81238,97586631.8942571,2684160.51666667,26200336.0950671,5917040.24780671,245043020.948347,291896034.232122,134537149.99661,25839756.2407523,245945373.076934
533691.899049172,20269124.6876749,46982166.6218714,1056622059.25431,33097438.946903,46928134.9539052,58215997.6987828,77596150.2943992,49453087.914637,30229401.8308753,34145235.5110735,2684160.51666667,40028371.2489431,71076364.9077139,29063250.6446642,262777535.285155,151886915.574689,2684160.51666667,16788720.3977122,15323855.4721762,220707072.567282,148652690.40301,86799843.7262125,74321593.6291626,91057920.242564
161111.972281832,82596.7205189071,62745209.9132202,422254916.651423,58087040.1614204,50255204.459565,77674211.6793553,89990066.3480074,100034022.062239,15712507.533463,18465552.822362,2684160.51666667,30828387.550503,97100140.25393,6463640.34444445,201322863.938925,109629335.044293,2684160.51666667,30962749.7589141,35074622.7723006,481525760.231474,24146020.2312858,62604758.9170107,52266219.0393491,64036708.6522819
11451523.6896417,5168177.17738253,257845533.290028,76968526.7086824,91981426.4699775,72407857.8874596,54332813.7679404,167196991.281448,214554853.303902,28475422.7499374,34563669.5063073,26100120.847032,23422475.6146523,139438222.664793,44597520.9966663,235819309.258588,71232678.9889561,2684160.51666667,34718875.9939587,143737676.211777,126089711.083016,8957811.37632568,82450953.4068938,1212354.37722492,46723189.8848515
12023857.5471654,11391825.2449318,71110587.9133766,106845010.671817,68128418.3696528,115583891.270358,36128758.8660664,134741966.817804,48303003.5097274,14223793.6391901,31430968.9756195,54091011.4303545,19646739.4823482,57872225.6462346,24526147.4437555,105771320.101327,68875692.9439489,2684160.51666667,57591854.5929187,396279727.58049,32373331.0274561,14257169.2635805,160454341.754083,10508300.0403596,75724260.295228
21066971.4565508,29416936.3107065,192834869.367341,61115542.2984734,19003267.1890167,70797773.6838148,37923385.097117,63940203.180391,106434195.36693,27046671.4452775,33113345.1865444,68554035.6779622,20161578.4031773,81128681.0184403,37890980.732879,128235872.333688,55841704.1264267,5807021.14420586,44304398.3852901,67745814.0085353,81431198.4433039,7109275.12921898,175722824.326119,120080.715787505,13715974.4699301
45958872.6851108,36092001.7826264,80962988.9265724,41977607.9728411,28909.8914109791,86199796.4577583,26982498.8686763,100527259.185672,114479426.004412,3324072.61958709,47404929.4751498,83277262.1219009,18494463.0371909,78769621.4291281,57900520.496644,76755899.2005931,38106468.2238135,58205453.160829,21954965.3400998,361644561.922551,619686.982884555,52270.1377275133,104582870.617753,419340.846231951,161808405.762008
39356743.49878,31266430.7359301,67080587.3661168,42151916.3208296,2827.7,68016377.2652566,134660365.011686,75074765.6149599,731422795.964486,2690311.17854604,69791553.9071707,69165166.2891221,16673535.3128267,72729178.376122,73505605.9628602,63264236.9204752,33484320.1379246,122604048.524914,16796389.154013,471712343.40124,0,329792.292119554,38489496.9231626,0,76921481.2391784
