"V1","V2","V3","V4","V5","V6"
0.00412623165939095,0.00409901650060626,0.0040930935516663,0.00358779725006674,0.00435718717885505,0.00439259332813074
0.00479439796952401,0.00430911305216942,0.00394945790566687,0.00352531521234757,0.0040360543806988,0.00406686164681977
0.00476314705620995,0.00406499743633943,0.00395314562853364,0.00350184559121425,0.00388212348663349,0.00408303206409455
0.00459231431560038,0.00415854986307321,0.003800580590687,0.00356924951416005,0.00421133429089229,0.00403712294838339
0.00446664040146877,0.00437102486616351,0.00396195905425297,0.00357323883165954,0.00434692939332799,0.0042999386958149
0.00446890253192314,0.00425757993574827,0.00384137747447725,0.00357225445461421,0.00434250572331945,0.00413962852455629
0.00430728587834989,0.0041493243541195,0.00404313534377307,0.0036350991575606,0.00419940961521709,0.00421825020854747
0.00385854622229062,0.00379378188795789,0.004008252732505,0.00379145967981304,0.00398925323423163,0.00375199388378134
0.00414717731174622,0.00414363048531212,0.00368463765602672,0.00386886280116663,0.00406144239987825,0.00394571362406457
0.00381129283057713,0.0044019447360162,0.00382189516499242,0.00391647556456955,0.00394514475646531,0.00375668702212833
0.00457337944587122,0.00430529311486828,0.00393020752843782,0.00382881419821728,0.00389366349535143,0.0040317328092918
0.00457731722851401,0.00428878810275577,0.00374844221958952,0.00375545220368135,0.00370241990643147,0.00404632335821215
0.00465674314224519,0.00381331402019583,0.00392617190718739,0.00378627874799553,0.00356240113398722,0.00383361731764594
0.00501801375406886,0.00391717307021385,0.00425797419229442,0.0038655988141216,0.00388994504809787,0.00402922360661123
0.00470801809921089,0.00424496693522561,0.00411904677108716,0.00383420236730749,0.00392321873990124,0.00465224933885339
0.00457270918499585,0.00438407031241838,0.00385058518503139,0.00398092635637936,0.00396533977172169,0.00452167786603116
0.00448096722767977,0.00427343627926247,0.00373000360525567,0.00390025924798074,0.00411106443736536,0.00471516527273285
0.00473885009947784,0.00374477137164126,0.00424338565340638,0.00381689805503701,0.00413940156988384,0.00443394870564384
0.0045546121413609,0.00434507812223118,0.00421434773498376,0.00383943510844318,0.00395860809996957,0.0040949275434691
0.00384723557001877,0.00423552520340579,0.00385557172853048,0.00387735952934735,0.0041793428222798,0.0045206555982724
0.00391266978797663,0.00396286816925023,0.00386881506033504,0.00377120223640658,0.00365702920547427,0.00459444474376767
0.00443815431426561,0.00438846684402913,0.00402931218132908,0.00384922706957827,0.00375563216885304,0.00433720500229299
0.00390940226620921,0.00438262882664436,0.00407783240923652,0.00387803305048362,0.00400919180484984,0.00427930747377466
0.00373102909075174,0.00427293175924157,0.003925151405262,0.00376063313549886,0.00419428072245357,0.00403535721316373
0.00408702139818188,0.00410780956382777,0.0039110267308855,0.00371918568095878,0.00386071035934577,0.00404232722060976
0.00414365844215053,0.00425527355850984,0.00375396220727689,0.00362898565801594,0.0038960997194141,0.00436489916521187
0.00415530422486006,0.00411624225560578,0.00371522952056301,0.00374094559459232,0.00413517023335393,0.00438395051889767
0.004556622923987,0.00439516975287832,0.00390140154227097,0.00385559961571381,0.00429576868801183,0.00429501322388637
0.0046420811855965,0.00431552766386381,0.00397566625056908,0.00358344526734003,0.00440379599184358,0.0042103508667753
0.00443622731424892,0.00417022589784276,0.00384617847217172,0.00353137690257406,0.00418658738330828,0.00461126569507075
0.004534336749881,0.00432453694995142,0.00381472845828908,0.00377120223640658,0.00400765313702078,0.00411221316193525
0.00431951813932537,0.00402420338893471,0.00386807287711657,0.00369996442391582,0.00393764375079866,0.00422819408583713
0.00433878813949221,0.00421873189413848,0.00388607082016446,0.00366183276573895,0.00393905419630863,0.00405608136863658
0.00412782352896995,0.00431300506375927,0.00377541594093577,0.00358639839847601,0.00393315596963057,0.0039577577969313
0.00380199296093139,0.00428965299422018,0.00392491947300622,0.00367639118414615,0.00380698520764784,0.00390754586329013
0.00370656456880079,0.00380560207130484,0.00405405935301992,0.00364981300392233,0.00353066611001291,0.00422429088166736
0.00423146261682382,0.00394139003121736,0.00405020927757411,0.0036889808484627,0.00366196576475916,0.00452511640303786
0.00480654644789007,0.00382765680364732,0.00376458470459123,0.00364017647074176,0.00362728162744582,0.00419882712113121
0.00489669653562715,0.00407177241947731,0.00378191004409738,0.00384269909548821,0.00389898472159358,0.00482603485784098
0.004735498795101,0.00427797695945063,0.00397951632601489,0.00355412119325293,0.00393687441688413,0.00426322998993249
0.00446689174929703,0.00420900186516385,0.00403845031220648,0.00382725991867203,0.00381852521636578,0.00450123251085614
0.0042333896168405,0.00412236857014535,0.00373656728809401,0.00388202236798311,0.00383846378698398,0.00455178829819799
0.00392222100545063,0.00349301588120897,0.00384075125738666,0.00380555181435667,0.00399636957294102,0.00465475854153395
0.00388753500515031,0.0041733250922569,0.0038942580287932,0.00385870817480431,0.00406894340554491,0.00495697806439367
0.00430661561747452,0.00378030399597081,0.0037453111341366,0.00385052230253265,0.00388545726692978,0.00484155474108747
0.00453936370644626,0.00418514527560385,0.00387004430129063,0.00390248704866227,0.00385750480136857,0.00523680062999348
0.00416410139884927,0.00429426574869704,0.00403360292806085,0.00375224002595449,0.00400585802455355,0.00461312436372302
0.00413285048553521,0.00429642797735806,0.00385867962075782,0.00376016685163528,0.00388930393650243,0.00446842700914351
0.00403934909342129,0.00437599799208387,0.0040353888064303,0.00375089298368194,0.00420075594956752,0.00442093802507792
0.00385879757011888,0.00471813464054711,0.00406588789806428,0.00375902704663543,0.00447797260343607,0.00451545132604604
0.00401982774542618,0.00456389566272716,0.00385257980243102,0.00372203519345841,0.00447521582357568,0.00444630885218146
0.00397559052765186,0.00431783404110223,0.00378211878312757,0.00365312880028553,0.00415940425166159,0.00445495166141453
0.00379704978697555,0.00416878441206874,0.00381347602410791,0.00347164075871817,0.00376980073511228,0.00426016318665624
0.0035575153066407,0.00406197031621399,0.00381644475698179,0.00350428062916848,0.00428006145392353,0.0041783817659562
0.00400927113663913,0.00437895303792061,0.00404837701275351,0.00369535339459824,0.00406945629482126,0.0039875894288003
0.00387949187464588,0.00405872697322245,0.00398747160238786,0.00377565783776964,0.00385365813179593,0.00407299525337227
0.00419736309478944,0.00428640965122864,0.00385533979627471,0.00387036527139371,0.0040879844199295,0.00412011250370741
0.0042397570951565,0.00481478626169504,0.00380371167613992,0.00376757558413432,0.00404297838592956,0.00406240084205431
0.00411676422452637,0.00477781215159147,0.00431094751951268,0.00377467346072431,0.00404541460999224,0.00406491004473488
0.00409732665914068,0.00468454802201249,0.00461637910713847,0.00374664461959158,0.00420973151190369,0.00440746267734893
0.00436107431359822,0.00464807843192983,0.00456665283150101,0.00377778201981481,0.00418761316186098,0.00472083421212229
0.00435889596575327,0.00463251038557043,0.00415214350398578,0.00374519395868268,0.00435443039899465,0.00453143587645559
0.00443061387941771,0.0045984913213036,0.00426024712840098,0.00371146609255069,0.00445162291686346,0.0043393424712431
0.00464442709866029,0.00420792075083334,0.00407630165634843,0.00358442964438536,0.00434551894781803,0.00426267238933681
0.00443882457514097,0.00401735633150812,0.00417900125920415,0.00350189740053243,0.00399515146090969,0.00420031405605303
0.00443513814032645,0.00396423758073555,0.00424380313146677,0.00368659761982665,0.00385308113136003,0.00423237609030475
0.00407210809370493,0.00384610782155475,0.00417598613987912,0.00375856076277185,0.00420703884320284,0.00452009799767672
0.00399184435387955,0.00429808568599818,0.00402773504198983,0.00362701690392529,0.00411279543867305,0.00483188966409564
0.00390471044008163,0.0038818566687504,0.00383768975161048,0.00359344446574782,0.00393578452717188,0.00430635110266524
0.00399678752783539,0.0043782322950336,0.00388488796566002,0.00380316858572061,0.00386975003284149,0.00417429269492119
0.00386139483101093,0.00453823721594963,0.00402838445230599,0.00394844191388358,0.00432827304590067,0.00426425225769124
0.00401563861495513,0.00422911059171141,0.0041165650959504,0.00407475303159446,0.00405656995175291,0.00444891098829464
0.00390864822272442,0.00375716814929782,0.00398049044148913,0.00406506468909572,0.00378986752804958,0.00444807458740112
0.00390462665747221,0.00438219638091215,0.00394825185793686,0.00402491246751002,0.0039058446156648,0.00442140269224099
0.00400005504960281,0.00430803193783891,0.00414277344085261,0.00409848169931866,0.00397226377695245,0.0044527212590318
0.00381062256970176,0.00487222946978967,0.00426200981354485,0.00417774995612655,0.00420107650536524,0.00446312980348453
0.00391501570104042,0.00419804657328132,0.00423362130543839,0.00402361723455564,0.0039484785367616,0.00435012274942629
0.00378883909125228,0.0044175848566643,0.00414780637080285,0.00407273246818563,0.00434058238853313,0.0041824708369912
0.00363233317685372,0.00451070483766588,0.00401374952696679,0.00413671697613188,0.00405573650667883,0.00428163080959
0.00374368026477432,0.00431466277239939,0.00392503543913411,0.00398128902160659,0.00386013335890988,0.00410951809238945
0.00401144948448408,0.00448439772229005,0.00369892468298226,0.00400289350728561,0.00392559085280437,0.00409223247392331
0.00411735070279231,0.00413908980512397,0.00412401012136067,0.00416593743158263,0.0042603793279435,0.00414027905858458
