"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
46480433.3275723,42485595.7167581,56030799.8733604,109744465.515381,2180679.98124231,0,117048489.564828,0,63303367.1457435,16021083.2219965,24702682.5629319,28525171.2729934,19039976.3365783,40224247.3125262,47386106.1138331,95103216.5909506,21789188.762254,31280570.7977866,43096131.163641,216434227.992918,48232666.1039817,41389573.7143651,45116615.9066769,101196603.681989,86958597.1512346
49052396.9307512,40027704.3928238,57364167.8671463,436840857.698444,1715051.22621146,10427773.6994625,110044911.669311,80014186.4699734,76774265.4291645,16021083.2219965,33767256.4717105,30493694.3283053,19039976.3365783,36819764.3274,37590331.5875049,68617289.9212117,22293765.8203683,31280570.7977866,31628136.0493355,31555843.5289217,42956541.4247014,41474816.2194079,70997936.0482205,94394372.7221582,218764703.242505
267397080.562683,39868994.6948668,47564881.6609994,294995108.291987,1050577.52918036,52864404.124111,414545202.740284,184196110.191287,0,16093087.2940044,47326384.3415,35698838.610644,19039976.3365783,37801744.4481807,36504160.6719745,32430153.8649589,21789188.762254,33907255.8113691,37308931.3671242,3349894.78939602,48900718.5246955,40807951.9336419,77417111.8616797,118914370.432234,488179337.672617
38669341.7844247,45378380.5724207,66405565.12283,56186421.9643957,18247573.2314273,30222329.3233507,385404622.624187,202546335.3922,64705195.0146822,17611715.5962083,36544343.9470047,72528525.7322294,19039976.3365783,43971714.3878717,42831882.7636092,23913234.0250762,24935789.8426035,41243826.1535101,31838517.8973317,67593105.7896995,84495671.4322624,40803831.1530879,61427116.9334,55050964.5866263,959668040.033272
30003759.3322978,40266209.6251563,55796330.5015718,43930953.3957566,26616917.928313,77781253.6458315,314792763.786672,77595385.9290299,73612364.791447,17310598.5546531,24947241.8595177,61726207.9731775,19039976.3365783,56143905.9064026,36504160.6719745,30862215.8276554,36989367.548434,31452008.8070842,25541333.8610715,38600773.1428616,72506865.1979606,40907421.111849,40644469.3720391,28196960.1926835,309854353.580284
29570004.2060234,42799426.6744398,59032088.544603,38467355.2582787,6133779.04480622,41296797.7697711,102381107.391777,81345037.0629651,4031637.21105125,16341827.1163233,24716896.3838162,37094836.0781414,19039976.3365783,51581046.1376815,36504160.6719745,29782710.9936614,25044385.7549532,31280570.7977866,29077729.4287266,8218130.53527726,48811514.6439569,43238879.1099316,20048693.162991,31335764.3474031,320919803.227502
35068952.9589663,46239920.5234488,59220148.3161237,38855736.8309527,6118739.92226995,83226905.1147138,120440240.78225,8736114.83305577,0,25999900.1723007,24387531.4587117,32099530.8694848,19085316.9616902,65493985.6154342,36504160.6719745,29410790.4188876,29517205.2772219,31280570.7977866,24134095.796141,23304320.8617343,42964647.9087539,70734526.4514996,22557875.6523311,22239484.5220587,109278022.800287
33080286.8236153,49787437.9688588,61794872.2266424,47550640.3925269,5149081.5459263,117795872.45987,8608895.44155558,24577727.4898174,117767717.539416,23077873.7536816,24386549.4883234,27636513.7822888,19039976.3365783,92213064.5384184,36504160.6719745,23913234.0250762,30388328.0595334,31280570.7977866,29164134.525504,43331142.5172674,43301303.0290997,56249481.2584386,42584255.5751895,28010803.7683509,89388492.3884848
34800075.2113351,51813961.2442403,52092440.8384462,43732660.9070848,5907097.12502403,32115274.4070359,24989629.8040178,0,61854811.6811734,26463448.9563527,24386549.4883234,27636513.7822888,19039976.3365783,134542785.051502,38087767.7476936,23913234.0250762,22211421.3656636,31280570.7977866,25765404.6064223,35814067.795535,42744788.01547,59256729.0293539,63566540.4097335,50956933.5272504,115504629.34574
28908796.5162025,57715053.4846219,49015363.2721572,156347119.177155,12367714.3524394,24525177.5214294,43489561.3966021,0,10839402.8698102,29608904.3715401,24386549.4883234,27636513.7822888,20842263.5572444,231754655.910261,36504160.6719745,23913234.0250762,22787832.5485962,31280570.7977866,52452152.710199,28881928.40179,76431510.3888502,66327003.6066608,54964029.9736852,69639329.0217638,303978615.52814
28077102.3234339,42741193.2469864,50863111.0616088,87819952.1433879,20757500.5751026,55952151.9104126,0,0,35084349.6316462,40963194.2277138,24416373.6241671,27636513.7822888,20014789.2663696,40111741.1218309,36504160.6719745,23913234.0250762,22108048.1288293,31280570.7977866,57236470.8778277,17092989.6658859,104057854.58511,55555423.0633318,131785448.617424,109080046.197288,514054579.843421
36900923.8327792,38174454.2086672,52121497.2838313,63267214.217984,15888767.1676069,104643179.972931,0,0,114483435.103617,23084018.9994276,25871810.8106838,27723404.7369355,19039976.3365783,40412801.1660335,36504160.6719745,23913234.0250762,21789188.762254,31280570.7977866,94791620.9749019,10471941.4376087,61729962.0514304,40911970.4860038,190386457.718431,86835293.6735,221718282.798128
44163967.9094632,38268409.5943971,49555893.8686696,43639392.898579,12137747.187443,71447953.9426941,0,0,96784801.9773648,26200189.6632822,24571460.5132218,31609814.8114022,19039976.3365783,43898666.8901449,36504160.6719745,23959529.3981884,21789188.762254,31280570.7977866,93753788.9697893,5087283.86493746,59923909.0280825,40743804.7448358,198082225.618911,19984453.2909385,160609559.687196
40545825.4336827,38187443.0959669,52368477.0696052,46980059.6346095,1023083.67700968,49352557.7369987,0,3586212.92183174,226671941.967146,34879400.9391493,28174228.5671488,33932143.7568731,19039976.3365783,42395584.1824556,36504160.6719745,32747497.471629,21789188.762254,32350035.9002153,67207036.5396676,12433442.057649,48787911.4273381,40882039.8596046,222989352.0827,15131552.7472188,86471570.7351478
43236918.6035155,39677013.2494404,51127040.4405241,48575804.7213127,891987.791871877,28915513.867364,0,7111334.04774688,185727442.576127,33799810.2358662,34650089.6073716,32135053.3653787,19372949.8366533,41785833.2393771,36504160.6719745,102888866.380681,21789188.762254,62640697.6268558,45726146.9745392,21447216.7710837,43607493.7219269,44128894.7574963,87666063.9362012,13920172.7223128,29648680.0857801
51410544.8322252,51972293.2118571,53098520.2599075,119037303.225602,916400.8140861,12612374.6315458,0,0,118386301.900631,31095902.1076153,83215590.7405403,30432811.7000337,20635411.4065764,39751590.8696456,36504160.6719745,142518490.691898,21789188.762254,70903670.9432407,43727179.6232511,40430073.13272,44802548.9964568,48615449.0464494,67054986.7297981,13599574.6924376,34089523.1055821
33374122.6014094,40652533.3306356,61204057.8371441,43464352.0983022,968300.387926087,8471425.17047334,0,17741809.3365518,153500977.455746,16104544.7632953,215616364.410184,29899608.0503285,27005984.6920899,40252422.7759351,37705749.0125629,75775917.8021104,22686221.8632189,65048720.8823464,50174553.1928985,67404247.7465825,42589600.9357216,69919894.6429363,48428512.2572599,13468983.1402163,35941270.8553486
33666414.5835234,39083976.6152654,72349222.4510621,46657148.5463375,897754.638315495,0,0,2720751.80000892,90407597.7354942,16035811.3276345,208295140.520872,28931986.2485197,26991533.2874703,38367275.5667425,57915798.9862487,32470779.9788563,23627034.4681153,42183381.0032948,57860723.4309497,146194774.123649,42893170.8576,42451199.0502586,30596059.9551594,13908984.5331737,60747149.6480352
38840188.5063646,38232210.4367909,98611406.3383535,79851676.9069034,1062010.1825259,0,0,13530851.0952299,60252722.6881006,16021083.2219965,161948129.232916,42032279.9017338,22814945.9760154,40038563.1821438,81421657.653257,23916424.4781189,21880289.1177449,41748139.0789232,67148785.9126267,178263919.056268,44475278.189477,42079447.2958284,27381945.1261355,20222789.9251219,60378999.5722191
50060752.8091884,38151395.6285698,77644759.6225084,57039941.8069398,1417824.14086227,0,0,0,150919834.078017,16021083.2219965,153320284.649478,35992997.8356616,19039976.3365783,36763491.6657583,85058306.5916284,25211736.6088906,21789188.762254,46708950.8386628,68345836.2983179,77497660.9398361,48508335.3960087,40880631.4787415,37070464.2206103,37334608.1123239,125517473.51303
64539755.1943108,38167074.3021448,54554571.0230974,51492715.9677176,908038.769934135,4500185.59799772,0,0,48695430.701961,16021083.2219965,96990414.7249157,30537181.9199279,19840518.4642985,36763491.6657583,58659364.8642981,37174977.3559925,21789188.762254,39747823.9651972,110487252.431082,21087861.883486,52740392.1357574,40740127.7562372,163777208.471948,48647841.7183568,205311253.103505
49550528.3368891,38674296.583748,61476058.4508886,46517899.6708934,892468.357541815,2618230.44483185,0,53546180.888189,12045419.8618178,16021083.2219965,59498696.8078938,27719455.1480879,19039976.3365783,36769118.9319225,36510485.8057039,46300522.3738851,21878542.8110018,39693513.3424604,116675410.710397,17151220.895847,81227032.8825709,0,78947211.5971869,75788132.1285082,142505792.801046
43028506.1866912,41806940.2054622,69581192.4663837,105099352.934899,1429651.02363351,16336974.8017891,0,81973721.0854213,3813797.61046537,16021083.2219965,27181680.7732031,27980129.8430844,19054145.2819258,38260313.1593568,38118239.8303542,66851970.2928029,25976426.2143495,48041169.5984785,50497844.1729757,40485156.7286291,77030543.7485546,40798062.8708912,54703731.9417571,85269887.3779756,156409611.453846
38319929.3621441,40568519.8074608,62133056.9659864,48904463.4179519,1607842.7240536,1802650.79340558,0,118043446.2829,16210851.2438072,16021083.2219965,27231802.4664963,28493576.3932693,19700274.151286,39568711.2414082,38762742.0265496,54385885.5699145,32877830.4630624,50687629.734277,38171040.64733,34229234.0503781,73551104.0573367,41045797.0647041,25881723.0777713,37453071.2914447,140384871.311636
123790633.399596,53081876.0863087,49917444.8328441,91205815.9815794,4100942.31168705,8106503.11861292,1109500.47875924,72851679.2141331,0,16021083.2219965,24386549.4883234,33971694.5770435,24293850.1742177,41574778.1477307,36504160.6719745,118871026.281819,29344117.8507318,47262465.0250919,41456376.0124387,9249085.60842601,44672242.9626407,46827109.3174516,25717848.490714,62197772.9682651,169993982.672438
73913167.9658,112256796.412845,52469367.5049704,83519696.0649441,13668671.4572763,60625690.3120382,56676612.4562474,7372605.3298066,0,16045630.0647265,24386549.4883234,55188420.7778738,21499736.779231,39537731.2758544,36803622.4171326,197455728.107468,21918837.8238041,46103396.8569285,42348581.449949,14023521.8595591,42362440.3233663,47758768.4567227,36328048.9643287,84339105.2563125,674836139.270262
57711032.3023173,109326238.523159,52288168.2830546,161297900.020807,11060186.757174,75688939.9508016,76463985.4937655,63825572.8917262,0,19442922.9612923,24452162.5871795,48512388.8176224,25755938.192499,39225453.2230723,36532076.1586651,127655465.249064,21810212.6709694,45482704.0256507,46788250.0742522,10628273.9288555,42288975.7185923,111756912.06506,62119283.3522138,90407992.7263484,640901395.4397
30132151.6730327,130970187.018845,52267183.0724986,62071450.4226597,39835284.561409,100176759.492632,97397045.4883135,122887170.910461,0,29240189.6267787,29405977.8215007,40678213.627843,38312895.0428295,39835986.8179121,36504160.6719745,104069323.275057,22886519.1854734,31291224.7631528,51676448.5267706,8062217.72857066,45689134.6468998,93625274.9826714,117860635.639849,172631781.059732,757735366.868689
27589700.2972733,73473333.7288201,49896177.1290692,99401383.0034982,13347447.4807734,63111105.3679524,83461090.5816153,132474602.252918,0,26228260.5389122,33296458.2216047,29316782.7697613,49341944.2956569,43421901.5255173,36504160.6719745,289117439.425367,39005336.5420911,31443843.2901117,38696267.1344825,6479272.5638449,134304969.730076,106813393.913343,57421243.3950855,32825955.9260254,210951333.212381
28278155.9808493,42267141.6699866,50462172.4714677,336179334.792952,83431948.6632865,111976845.14642,35546779.1086275,39119107.2819538,119000436.014642,25236675.8240907,25932924.7098165,30622417.5995082,37409682.2541078,50419460.481865,36504160.6719745,508567442.211798,90681395.8952141,31280570.7977866,30374582.5554146,6568665.37092029,190562015.684926,261892338.514906,130730675.722828,26473132.8996841,228950363.234857
27253574.8098134,40584541.8693926,53673595.7414889,889151510.712404,27769673.9712634,43055186.6528669,58327178.4112906,114763266.983916,46543736.1793201,22913241.8614733,36585823.9690405,27636513.7822888,32089594.7080298,61752257.9863386,37359390.849843,256869503.356258,153355126.551366,31280570.7977866,24846112.627338,14347728.16691,160935909.30824,117896034.114917,75429792.9744381,64708064.1448717,82172122.4813065
27103296.5923191,38153650.080628,57488464.8835161,357445485.751963,53351513.4272623,46637481.3125391,85273476.7283294,135903787.829952,133997769.088685,16920489.2506277,28216883.8564755,27636513.7822888,26540912.2161517,81614003.0602185,36504160.6719745,187881762.775802,105238284.011379,31280570.7977866,33818747.9635883,32630235.9519874,562621960.95895,44082083.8252132,52775715.7365722,46541829.6450988,59845365.2517971
31254491.1325231,38434082.1216259,196107887.457825,58832150.5978344,92521127.0893356,69996719.5279596,53000057.7014845,216895844.086574,259270002.728976,21990999.796181,36820186.0935425,30314342.3451713,22723902.1269123,118178841.141095,41685944.2110457,219470482.657142,57277390.72473,31280570.7977866,36535168.8712638,149594218.899755,100540161.404889,41317037.0337991,70821386.0787389,13842682.7602245,48377202.3637494
31447465.5925455,39141360.1494533,59566807.8520383,79459794.5182238,64280429.1732828,120768789.561899,27401397.9406809,191523953.180306,44222932.262966,16434688.6075966,35065581.1614298,45496638.7796262,21404883.0143645,54597516.4679181,36651356.1260928,105387755.650595,55283352.0948234,31280570.7977866,55282162.3406044,363722517.397174,49938853.1039115,41915203.7433805,156968717.341171,17733699.8968421,68429074.914247
34772801.4876519,42561141.7848058,137744788.40779,51442816.2768924,14116924.9153963,68281304.0911254,29837115.4657114,89522011.7186779,142698002.370511,21239762.4705373,36007868.9953422,56525092.0151155,21584737.313675,69239626.5033366,38980988.0239834,126605318.53134,44256440.3067942,31323290.7388418,44187359.5768745,65116967.0021653,75439361.3868398,41117320.5216276,172029787.814639,13464761.7142302,28740611.4777215
45252343.8639896,44153904.7194797,63342127.9434025,44434914.1475986,899676.72578217,86488660.1342384,15741282.2096423,151741318.122931,153634484.871835,16040720.6961805,45808906.8686917,70778035.7283895,21002345.7075073,67418656.7385755,47888601.3456605,73043236.7446734,30813127.3277375,54111848.2653656,27658452.9008743,335829233.640142,42291257.9054681,40734966.9016141,95266766.4684988,13568304.1738855,145983056.675042
42109947.7569845,43002456.7323182,58565571.1714745,44494480.2706779,891987.791871877,65354882.848986,163782160.919385,110462496.739386,545576656.532705,16021271.9720816,61816047.3722916,56991095.8916608,20366221.1514359,62756008.8702811,56499258.927433,59356069.0135109,28348641.783598,110135053.35676,24850287.2556093,424471854.599813,0,40745097.6182036,35253357.6116382,0,69502104.082593
56645813.2829936,68049126.04299,105395279.212307,72562664.4774634,901214.950596924,126841430.656564,289056880.503331,0,901284915.466911,18583954.1670146,66038022.2818314,78655240.7456691,19241678.5321455,74099893.941374,82415824.0566616,118763712.018694,21841748.5340427,189841096.202548,22976063.6221294,637860459.095023,42387231.8398562,41388155.2012656,30067768.123403,13758954.6775531,144181582.619839
95235559.3018777,56951723.4220558,223630798.22544,47715753.5056239,1097673.34446265,101219393.926519,34628934.9814702,83563801.7785816,733599600.858618,25619805.3428243,93139686.0125959,246905528.384621,20969830.0471133,52498053.1180734,118478769.142058,174935063.460203,21908327.4939178,172734196.218552,22873455.1425968,201204925.238232,42249070.8183301,40796195.4997181,300956534.759151,27928067.5797586,104428706.012154
